Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
AA69265,Nevada,3964.730745,No,Premium,Bachelor,1/17/2011,Employed,F,60817,Suburban,Single,103,3,79,1,1,Personal Auto,Personal L2,Offer2,Web,494.40,Four-Door Car,Medsize
ZT86224,Nevada,10901.22525,No,Extended,Bachelor,2/4/2011,Employed,M,72257,Urban,Divorced,90,28,61,0,2,Personal Auto,Personal L3,Offer3,Branch,408.42,Four-Door Car,Medsize
GW89148,California,16304.29777,No,Extended,Doctor,1/16/2011,Employed,M,90008,Urban,Single,137,13,3,0,2,Personal Auto,Personal L3,Offer2,Web,406.99,SUV,Medsize
EJ97834,Nevada,2619.478929,No,Basic,High School or Below,1/15/2011,Employed,F,93987,Urban,Single,65,9,1,0,1,Personal Auto,Personal L2,Offer2,Branch,251.32,Two-Door Car,Medsize
VM66678,Oregon,14024.35839,Yes,Premium,High School or Below,2/19/2011,Employed,F,81872,Rural,Married,115,10,55,0,2,Personal Auto,Personal L2,Offer2,Web,256.44,Four-Door Car,Medsize
OY34553,Nevada,24320.64401,No,Basic,Bachelor,1/2/2011,Employed,F,60221,Urban,Married,67,3,17,0,2,Personal Auto,Personal L1,Offer3,Agent,238.56,Four-Door Car,Medsize
JL49772,Arizona,24249.33685,No,Basic,Bachelor,2/6/2011,Employed,F,33651,Urban,Married,69,21,37,1,2,Personal Auto,Personal L2,Offer1,Call Center,328.65,Four-Door Car,Medsize
ZO44848,California,20864.30762,No,Basic,College,1/7/2011,Unemployed,F,0,Urban,Married,61,22,94,0,2,Special Auto,Special L3,Offer1,Branch,216.09,Four-Door Car,Medsize
TW66679,Oregon,8823.852473,No,Basic,High School or Below,2/8/2011,Employed,M,75741,Rural,Married,109,31,59,0,7,Corporate Auto,Corporate L3,Offer3,Agent,217.19,SUV,Small
RP98585,Arizona,7610.203455,No,Extended,Master,1/27/2011,Employed,M,38086,Urban,Married,96,17,10,0,7,Personal Auto,Personal L3,Offer4,Agent,243.24,Two-Door Car,Medsize
XK83294,California,7486.171898,No,Basic,High School or Below,1/27/2011,Employed,F,38725,Suburban,Single,64,12,58,0,2,Corporate Auto,Corporate L1,Offer1,Agent,307.20,Two-Door Car,Medsize
VZ43707,Nevada,8763.449964,No,Extended,High School or Below,1/2/2011,Disabled,M,20132,Suburban,Divorced,86,5,61,3,2,Corporate Auto,Corporate L3,Offer1,Branch,412.80,Four-Door Car,Small
RO89767,Arizona,27386.15024,No,Basic,Master,2/12/2011,Unemployed,M,0,Urban,Married,105,0,47,0,2,Personal Auto,Personal L1,Offer3,Agent,451.14,Sports Car,Medsize
UN49741,Oregon,11121.62179,No,Basic,High School or Below,2/17/2011,Employed,M,44299,Suburban,Divorced,106,25,76,5,2,Personal Auto,Personal L1,Offer1,Call Center,754.26,SUV,Medsize
SY46862,Arizona,5657.685223,No,Extended,High School or Below,2/20/2011,Employed,M,98917,Rural,Married,139,18,21,0,1,Corporate Auto,Corporate L1,Offer1,Agent,336.61,Sports Car,Medsize
ZY60545,California,18938.53677,No,Basic,College,1/10/2011,Employed,F,91535,Rural,Married,67,35,13,1,2,Personal Auto,Personal L3,Offer1,Agent,126.63,Four-Door Car,Large
WP62115,Washington,13865.83107,No,Basic,College,2/20/2011,Employed,F,53484,Urban,Divorced,70,12,12,0,2,Corporate Auto,Corporate L3,Offer1,Branch,333.05,Two-Door Car,Medsize
NK16909,Oregon,8188.91743,No,Basic,Doctor,1/8/2011,Employed,M,45318,Suburban,Married,103,17,27,0,8,Personal Auto,Personal L2,Offer2,Call Center,494.40,SUV,Large
BQ41371,Oregon,5626.530435,No,Basic,Bachelor,1/18/2011,Employed,F,46897,Suburban,Married,70,16,47,0,3,Personal Auto,Personal L2,Offer4,Branch,344.38,Four-Door Car,Small
QF29828,Arizona,3208.919835,No,Extended,Master,2/8/2011,Employed,F,40135,Rural,Married,80,29,70,0,1,Personal Auto,Personal L2,Offer1,Agent,78.01,Four-Door Car,Medsize
LP59331,Arizona,5282.543094,No,Basic,College,2/26/2011,Employed,M,38606,Suburban,Single,68,16,99,0,3,Personal Auto,Personal L3,Offer1,Branch,413.29,Four-Door Car,Medsize
NJ46471,Oregon,8696.7107,No,Basic,Bachelor,1/4/2011,Employed,F,56550,Rural,Married,73,22,41,3,2,Corporate Auto,Corporate L1,Offer3,Agent,162.78,Four-Door Car,Medsize
KX53892,Oregon,5259.444853,No,Basic,College,1/6/2011,Employed,F,61146,Urban,Married,65,7,68,0,6,Personal Auto,Personal L3,Offer2,Branch,273.02,Four-Door Car,Medsize
YP37291,Nevada,7854.771821,No,Basic,High School or Below,2/5/2011,Employed,M,36409,Suburban,Married,66,26,33,0,2,Personal Auto,Personal L3,Offer1,Branch,316.80,Four-Door Car,Small
RX93631,Arizona,6438.97103,No,Extended,Bachelor,2/20/2011,Employed,F,90035,Rural,Married,80,28,38,0,3,Personal Auto,Personal L3,Offer2,Call Center,141.63,Four-Door Car,Medsize
GS26763,California,11633.57855,No,Extended,Bachelor,2/21/2011,Employed,F,39669,Suburban,Married,98,13,63,0,2,Personal Auto,Personal L3,Offer2,Agent,492.94,Two-Door Car,Small
SK74843,Arizona,2442.422113,No,Basic,Master,2/10/2011,Employed,F,57963,Rural,Divorced,61,11,63,0,1,Personal Auto,Personal L3,Offer2,Web,42.16,Four-Door Car,Medsize
AG47947,Washington,14024.35839,Yes,Premium,High School or Below,2/19/2011,Employed,F,81872,Rural,Married,115,10,55,0,2,Personal Auto,Personal L3,Offer2,Web,256.44,Four-Door Car,Medsize
LQ23049,California,2491.257604,Yes,Basic,High School or Below,2/12/2011,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L3,Offer1,Agent,329.21,Four-Door Car,Medsize
VF10088,Arizona,3410.199334,No,Extended,High School or Below,1/11/2011,Employed,F,59662,Rural,Married,85,6,76,0,1,Personal Auto,Personal L1,Offer2,Web,10.17,Four-Door Car,Medsize
OJ65428,Nevada,3842.028065,No,Premium,College,1/19/2011,Disabled,M,27906,Suburban,Divorced,102,5,57,0,1,Personal Auto,Personal L3,Offer2,Call Center,489.60,Four-Door Car,Medsize
ZF48094,Oregon,3339.853704,No,Extended,High School or Below,1/31/2011,Employed,F,51032,Urban,Married,83,5,56,0,1,Personal Auto,Personal L1,Offer4,Web,349.95,Four-Door Car,Medsize
TN56613,Arizona,5358.269985,No,Extended,Bachelor,1/23/2011,Employed,F,83771,Urban,Married,133,26,18,0,1,Personal Auto,Personal L3,Offer4,Web,482.33,Sports Car,Medsize
IA33339,Oregon,9268.672154,No,Basic,Bachelor,2/13/2011,Employed,F,57052,Urban,Married,115,7,56,1,4,Corporate Auto,Corporate L3,Offer3,Agent,483.63,SUV,Medsize
UB28078,California,4200.373728,No,Premium,Master,2/11/2011,Employed,M,51510,Suburban,Divorced,106,11,17,0,1,Personal Auto,Personal L2,Offer2,Branch,688.55,Four-Door Car,Medsize
ZK60855,Oregon,4829.571981,No,Basic,College,1/25/2011,Employed,F,34819,Urban,Married,61,0,31,0,6,Corporate Auto,Corporate L2,Offer1,Agent,185.90,Four-Door Car,Medsize
CM73149,California,14244.73069,No,Extended,Bachelor,2/24/2011,Employed,F,31189,Suburban,Single,122,18,10,0,2,Personal Auto,Personal L3,Offer2,Agent,585.60,Sports Car,Large
SC81807,California,4095.201692,No,Basic,College,1/6/2011,Employed,F,32180,Suburban,Married,103,3,28,0,1,Special Auto,Special L2,Offer3,Call Center,558.84,Sports Car,Small
DS57918,California,33718.8424,No,Basic,Bachelor,1/27/2011,Medical Leave,M,27500,Urban,Divorced,114,25,47,0,2,Corporate Auto,Corporate L1,Offer1,Branch,472.28,SUV,Large
TN29644,California,7540.054749,No,Extended,College,2/18/2011,Employed,F,67018,Rural,Married,94,11,17,0,4,Personal Auto,Personal L1,Offer2,Agent,104.43,Four-Door Car,Medsize
UL17918,Arizona,2821.002026,No,Extended,Bachelor,1/11/2011,Unemployed,M,0,Suburban,Married,77,32,0,0,1,Corporate Auto,Corporate L2,Offer4,Agent,436.37,Two-Door Car,Medsize
MJ25422,Oregon,36695.90627,No,Basic,College,1/7/2011,Unemployed,F,0,Suburban,Married,199,7,93,0,2,Personal Auto,Personal L3,Offer1,Call Center,1062.09,Luxury SUV,Medsize
FG21377,California,19731.34147,No,Basic,Bachelor,1/7/2011,Employed,F,33588,Suburban,Married,62,2,64,0,2,Corporate Auto,Corporate L3,Offer1,Agent,419.92,Four-Door Car,Medsize
BQ15946,Oregon,6685.069081,No,Extended,Doctor,2/20/2011,Employed,M,56270,Suburban,Married,83,23,2,0,4,Personal Auto,Personal L2,Offer2,Branch,398.40,Four-Door Car,Medsize
CO53249,Arizona,8408.317401,No,Basic,College,2/15/2011,Employed,M,82800,Suburban,Married,70,12,94,0,2,Corporate Auto,Corporate L3,Offer1,Agent,442.19,Four-Door Car,Medsize
XS83731,Arizona,7371.58568,No,Basic,College,2/3/2011,Unemployed,F,0,Suburban,Divorced,68,2,70,0,2,Personal Auto,Personal L1,Offer3,Agent,425.14,Four-Door Car,Medsize
VH41477,Oregon,4742.106389,No,Premium,High School or Below,1/10/2011,Employed,M,63891,Rural,Married,119,13,13,0,1,Corporate Auto,Corporate L3,Offer4,Agent,7.65,Two-Door Car,Medsize
AT13963,Washington,15865.166,No,Extended,Master,1/8/2011,Employed,F,43946,Urban,Divorced,133,13,83,0,2,Corporate Auto,Corporate L2,Offer2,Call Center,415.99,Sports Car,Medsize
XU49878,Washington,5396.311664,No,Basic,Bachelor,2/14/2011,Employed,M,62039,Urban,Married,68,8,30,1,8,Personal Auto,Personal L2,Offer3,Call Center,265.88,Four-Door Car,Medsize
RY10920,Oregon,4330.38602,Yes,Premium,College,2/16/2011,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L3,Offer2,Branch,513.60,Four-Door Car,Medsize
OC32181,Nevada,5708.024308,No,Basic,High School or Below,2/10/2011,Employed,F,70279,Urban,Single,71,17,25,0,7,Special Auto,Special L3,Offer4,Call Center,331.23,Four-Door Car,Medsize
OE19653,Oregon,3500.855508,No,Extended,High School or Below,2/26/2011,Unemployed,F,0,Suburban,Married,93,4,63,0,1,Personal Auto,Personal L2,Offer4,Branch,446.40,Two-Door Car,Small
WG39961,Oregon,3919.366722,Yes,Extended,High School or Below,1/5/2011,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L1,Offer3,Agent,558.10,Four-Door Car,Small
QY78671,Arizona,2910.317298,No,Extended,High School or Below,1/14/2011,Medical Leave,M,12048,Suburban,Married,77,6,46,0,1,Corporate Auto,Corporate L1,Offer2,Agent,369.60,Four-Door Car,Large
SY48591,Arizona,4827.77681,No,Basic,College,1/17/2011,Unemployed,F,0,Suburban,Single,68,29,91,0,6,Personal Auto,Personal L3,Offer1,Branch,326.40,Four-Door Car,Medsize
SM16060,Arizona,4811.740943,No,Basic,College,2/15/2011,Unemployed,F,0,Suburban,Single,68,34,37,0,6,Personal Auto,Personal L2,Offer1,Web,619.07,Two-Door Car,Small
FW53453,California,7834.151482,No,Extended,Master,1/17/2011,Employed,F,36094,Urban,Married,99,28,50,1,5,Personal Auto,Personal L1,Offer2,Branch,456.50,Two-Door Car,Medsize
KU42210,Arizona,14666.23121,No,Basic,Bachelor,1/27/2011,Unemployed,M,0,Suburban,Single,61,0,31,0,2,Corporate Auto,Corporate L2,Offer1,Branch,439.20,Four-Door Car,Small
XR74789,Washington,7199.645715,No,Extended,College,1/14/2011,Employed,F,63328,Suburban,Married,89,19,19,0,9,Personal Auto,Personal L2,Offer2,Web,427.20,Two-Door Car,Medsize
GB39602,Nevada,3914.719645,No,Basic,High School or Below,1/14/2011,Unemployed,M,0,Suburban,Single,112,6,0,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,587.86,Sports Car,Medsize
SK93727,Washington,9470.273932,No,Premium,High School or Below,2/5/2011,Employed,F,36121,Suburban,Married,118,7,91,0,4,Personal Auto,Personal L3,Offer3,Call Center,1107.15,Four-Door Car,Small
OM37845,California,5479.555081,Yes,Basic,Master,1/13/2011,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.40,Four-Door Car,Small
VR45143,Arizona,2488.241391,No,Basic,High School or Below,1/20/2011,Employed,F,48597,Urban,Single,71,12,63,5,1,Corporate Auto,Corporate L3,Offer4,Agent,305.70,Four-Door Car,Medsize
GF35623,California,5886.615741,No,Extended,High School or Below,1/23/2011,Unemployed,F,0,Suburban,Single,81,21,37,0,4,Personal Auto,Personal L2,Offer1,Branch,583.20,Four-Door Car,Small
AF47139,Oregon,8406.385414,No,Basic,College,2/3/2011,Employed,F,42540,Rural,Married,70,15,52,0,2,Personal Auto,Personal L1,Offer1,Agent,43.55,Four-Door Car,Medsize
IS48950,California,8685.91529,No,Basic,College,1/8/2011,Employed,M,87544,Suburban,Married,109,28,92,1,3,Corporate Auto,Corporate L1,Offer2,Branch,523.20,SUV,Small
NC98544,Nevada,25030.37545,No,Extended,High School or Below,2/19/2011,Employed,M,26292,Suburban,Married,80,1,81,2,2,Personal Auto,Personal L3,Offer3,Agent,384.00,Two-Door Car,Medsize
AD12500,California,17822.56375,No,Extended,High School or Below,2/23/2011,Employed,F,42696,Suburban,Single,228,17,50,0,9,Personal Auto,Personal L2,Offer3,Call Center,1273.74,Luxury Car,Small
ZE59681,Nevada,2798.679988,No,Basic,College,2/27/2011,Employed,M,88009,Urban,Single,71,29,21,0,1,Corporate Auto,Corporate L2,Offer1,Branch,266.52,Two-Door Car,Medsize
JQ91314,Washington,3288.6575,No,Extended,College,2/10/2011,Unemployed,M,0,Suburban,Single,97,27,17,0,1,Personal Auto,Personal L2,Offer2,Call Center,1026.32,Four-Door Car,Medsize
WX92260,Washington,2004.350666,Yes,Basic,College,2/22/2011,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Corporate Auto,Corporate L3,Offer1,Branch,316.80,Four-Door Car,Small
MO21402,Oregon,13736.1325,Yes,Premium,Master,2/13/2011,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L3,Offer1,Web,1261.32,SUV,Medsize
QY41319,Oregon,4411.65582,No,Basic,College,1/17/2011,Unemployed,M,0,Suburban,Single,62,20,88,0,6,Personal Auto,Personal L3,Offer1,Call Center,446.40,Two-Door Car,Medsize
WE90911,Arizona,5392.440611,No,Extended,Bachelor,1/14/2011,Employed,F,75438,Urban,Single,136,11,97,0,1,Personal Auto,Personal L3,Offer1,Call Center,438.48,SUV,Medsize
KB90888,Oregon,2561.576924,No,Basic,High School or Below,1/3/2011,Unemployed,F,0,Suburban,Single,73,25,5,0,1,Corporate Auto,Corporate L1,Offer2,Branch,842.88,Two-Door Car,Medsize
NN87570,Oregon,6057.07208,Yes,Extended,Bachelor,2/14/2011,Retired,M,27681,Suburban,Married,83,13,62,0,9,Corporate Auto,Corporate L3,Offer2,Agent,398.40,Two-Door Car,Medsize
PD94315,Arizona,22256.69368,No,Premium,Bachelor,2/17/2011,Disabled,F,23444,Suburban,Married,196,7,62,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,940.80,SUV,Medsize
IN65727,Washington,2693.530229,No,Basic,Master,1/15/2011,Employed,F,63684,Suburban,Single,68,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,343.89,Two-Door Car,Medsize
FB76635,Oregon,4296.604128,No,Basic,College,1/27/2011,Employed,F,61737,Urban,Married,107,21,65,0,1,Personal Auto,Personal L3,Offer1,Branch,495.67,Sports Car,Medsize
RF58958,California,11624.82149,No,Premium,High School or Below,1/22/2011,Unemployed,M,0,Suburban,Single,113,32,66,0,2,Personal Auto,Personal L3,Offer1,Agent,813.60,Four-Door Car,Medsize
AZ15952,Oregon,8749.496793,No,Premium,Bachelor,2/28/2011,Employed,M,52373,Rural,Divorced,111,2,37,0,9,Personal Auto,Personal L3,Offer1,Web,186.16,Four-Door Car,Medsize
KP22549,Oregon,3155.911309,No,Extended,Bachelor,2/6/2011,Employed,M,58213,Rural,Married,79,22,50,0,1,Personal Auto,Personal L3,Offer1,Agent,39.71,Four-Door Car,Medsize
QC34927,California,3317.904817,No,Extended,High School or Below,1/13/2011,Employed,M,74142,Suburban,Married,83,24,60,0,1,Personal Auto,Personal L3,Offer4,Branch,398.40,Two-Door Car,Medsize
WD87578,Nevada,7821.188278,No,Premium,High School or Below,2/8/2011,Unemployed,F,0,Suburban,Single,109,31,74,0,3,Personal Auto,Personal L2,Offer2,Call Center,784.80,Four-Door Car,Medsize
ER51965,Washington,4240.925575,No,Premium,College,2/28/2011,Employed,M,49746,Suburban,Married,111,4,85,3,1,Corporate Auto,Corporate L2,Offer1,Agent,589.30,Four-Door Car,Medsize
LA53648,California,8992.779137,No,Extended,High School or Below,1/27/2011,Unemployed,F,0,Suburban,Single,129,13,4,0,7,Personal Auto,Personal L1,Offer1,Call Center,1059.57,SUV,Medsize
FX73249,Oregon,7304.15545,No,Premium,Bachelor,2/25/2011,Unemployed,M,0,Suburban,Divorced,104,35,79,0,3,Personal Auto,Personal L2,Offer1,Agent,499.20,Four-Door Car,Medsize
WF53890,Arizona,5217.513287,Yes,Basic,Bachelor,2/17/2011,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Personal Auto,Personal L2,Offer2,Web,261.93,Two-Door Car,Medsize
QL35310,Nevada,2725.356404,Yes,Basic,Master,1/3/2011,Employed,F,36650,Rural,Married,69,2,70,1,1,Corporate Auto,Corporate L3,Offer2,Web,56.60,Four-Door Car,Large
FY30870,California,18569.50063,No,Extended,High School or Below,2/6/2011,Employed,F,32756,Urban,Married,93,18,67,0,2,Personal Auto,Personal L3,Offer1,Agent,381.12,Two-Door Car,Medsize
JF73533,Nevada,9985.366015,No,Extended,College,2/2/2011,Employed,M,36268,Suburban,Single,86,2,22,1,2,Personal Auto,Personal L3,Offer2,Agent,531.16,Four-Door Car,Small
IW70308,Oregon,8257.666512,Yes,Basic,Bachelor,1/12/2011,Disabled,F,23815,Suburban,Married,73,4,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,424.33,Four-Door Car,Medsize
ZS50183,Arizona,8002.308333,Yes,Basic,College,1/11/2011,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Corporate Auto,Corporate L3,Offer1,Agent,513.60,SUV,Medsize
EU38033,Nevada,5897.745369,No,Basic,High School or Below,2/3/2011,Employed,M,39188,Suburban,Divorced,74,9,2,0,3,Personal Auto,Personal L3,Offer3,Web,355.20,Four-Door Car,Medsize
ZJ86769,Nevada,4686.469674,Yes,Basic,College,2/12/2011,Employed,M,58089,Suburban,Married,118,31,83,0,1,Personal Auto,Personal L3,Offer1,Agent,566.40,SUV,Medsize
JZ90556,Oregon,5943.07303,No,Basic,High School or Below,1/7/2011,Employed,F,62120,Rural,Married,74,5,39,0,8,Corporate Auto,Corporate L3,Offer4,Agent,28.32,Four-Door Car,Medsize
OQ43721,Oregon,2648.471057,No,Basic,High School or Below,1/22/2011,Disabled,F,26540,Suburban,Married,69,15,4,0,1,Personal Auto,Personal L2,Offer2,Branch,378.43,Four-Door Car,Medsize
NI71089,California,4650.063763,Yes,Basic,College,1/10/2011,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468.00,Two-Door Car,Medsize
ZF84966,Nevada,44856.11397,No,Extended,Doctor,2/22/2011,Employed,F,61675,Urban,Married,123,35,54,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,482.55,SUV,Medsize
LN11802,California,26570.34335,No,Basic,Master,2/20/2011,Unemployed,M,0,Suburban,Married,100,16,36,0,2,Personal Auto,Personal L3,Offer1,Agent,480.00,Sports Car,Large
CG92708,Nevada,2951.294057,No,Basic,College,1/29/2011,Employed,F,69600,Urban,Married,74,35,28,0,1,Personal Auto,Personal L1,Offer2,Web,341.40,Four-Door Car,Small
TH59993,California,2464.510412,No,Basic,College,1/28/2011,Employed,F,40982,Rural,Married,62,6,88,0,1,Corporate Auto,Corporate L1,Offer1,Web,106.67,Four-Door Car,Medsize
WH76688,Oregon,5555.830205,Yes,Basic,Bachelor,2/6/2011,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.44,Four-Door Car,Small
NK82261,California,3199.703983,No,Extended,High School or Below,1/28/2011,Unemployed,M,0,Suburban,Single,94,6,61,0,1,Personal Auto,Personal L3,Offer1,Agent,1121.88,Two-Door Car,Large
FI93397,Oregon,2776.317884,No,Extended,Bachelor,2/5/2011,Unemployed,F,0,Suburban,Single,79,28,94,0,1,Personal Auto,Personal L2,Offer1,Branch,509.03,Four-Door Car,Medsize
FO33051,Arizona,16355.31386,No,Premium,College,2/16/2011,Medical Leave,M,29439,Suburban,Divorced,146,4,10,0,2,Personal Auto,Personal L3,Offer1,Call Center,700.80,SUV,Large
ZE40223,Oregon,7329.889139,No,Basic,College,1/31/2011,Unemployed,M,0,Suburban,Single,108,26,94,0,4,Personal Auto,Personal L1,Offer1,Branch,518.40,Sports Car,Small
II49996,Arizona,5555.830205,Yes,Basic,Bachelor,2/6/2011,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L1,Offer2,Call Center,471.44,Four-Door Car,Small
AX71707,Arizona,6383.482152,No,Extended,College,1/13/2011,Employed,F,67881,Suburban,Married,79,6,70,0,4,Personal Auto,Personal L2,Offer3,Branch,391.04,Two-Door Car,Medsize
GF38306,Nevada,7758.588506,No,Extended,High School or Below,2/8/2011,Employed,F,96162,Urban,Single,97,9,91,0,4,Corporate Auto,Corporate L3,Offer2,Agent,376.57,Four-Door Car,Small
TN54884,California,14932.09982,No,Basic,College,1/8/2011,Employed,F,39049,Urban,Married,63,30,34,0,2,Personal Auto,Personal L2,Offer2,Agent,294.76,Two-Door Car,Medsize
DD27635,Oregon,8047.410936,No,Basic,Doctor,2/20/2011,Disabled,M,29808,Rural,Married,105,18,38,1,3,Personal Auto,Personal L1,Offer1,Call Center,52.46,SUV,Medsize
NX84287,California,10861.515,No,Extended,Master,1/22/2011,Employed,F,65727,Urban,Married,134,14,15,0,6,Corporate Auto,Corporate L2,Offer1,Agent,364.00,SUV,Medsize
EO38569,Washington,2195.295372,No,Basic,High School or Below,2/13/2011,Unemployed,F,0,Suburban,Single,62,30,29,1,1,Personal Auto,Personal L2,Offer1,Web,446.40,Four-Door Car,Large
FF77476,California,2397.036098,Yes,Basic,High School or Below,1/29/2011,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Corporate Auto,Corporate L3,Offer1,Branch,572.07,Four-Door Car,Medsize
CW92156,Washington,4070.045873,No,Basic,College,1/31/2011,Employed,F,37435,Urban,Single,105,3,22,0,1,Personal Auto,Personal L3,Offer3,Branch,314.44,SUV,Medsize
XA53408,Oregon,5578.522348,No,Basic,College,2/13/2011,Employed,M,27756,Suburban,Married,71,6,52,0,8,Corporate Auto,Corporate L3,Offer1,Agent,735.73,Two-Door Car,Small
CV86445,Arizona,8139.525579,No,Basic,High School or Below,1/12/2011,Employed,M,86876,Rural,Married,68,9,3,0,2,Personal Auto,Personal L3,Offer4,Call Center,118.81,Four-Door Car,Medsize
TK32843,California,7444.939419,No,Premium,Bachelor,2/13/2011,Unemployed,M,0,Suburban,Single,114,21,41,0,4,Personal Auto,Personal L2,Offer1,Branch,863.86,Four-Door Car,Medsize
